#RA Dec weight
351.6489258701 0.2324476376 0.3839325905
351.7468605983 0.2045217896 0.4995629787
351.8067756570 0.0533496300 0.5424529910
351.6218772459 0.0754850091 0.5002660751
351.6309283478 0.2284411150 0.4960584939
351.8675955556 0.1789236995 0.4407410324
351.6239644582 0.0471429756 0.3984375298
351.7898116133 0.1088226813 0.4589302242
352.0063946900 -0.0787981450 0.5574666262
352.0131539691 0.2453820032 0.8338046670
351.4720787802 0.2517870119 0.3652701974
351.5310146563 0.2870226788 0.4848181009
351.7409483124 -0.0671527027 0.5424529910
351.6901405903 -0.0360896045 0.1076676622
351.6349567446 0.3349557437 0.4909251034
351.9353408451 0.2535665224 0.4956811965
351.5933201201 0.3381609215 0.4833517373
352.0769570697 0.1877446235 0.8329055309
351.8867794605 0.1089369699 0.5119881630
351.4668308774 0.0768697543 0.5446680188
352.0601169949 -0.0329792545 0.1096615568
351.6818261189 0.1303654864 0.6992590427
351.6094869214 -0.0966315756 0.1134000048
351.6417572439 0.2612209768 0.4833517373
352.0580624893 0.3040757972 0.1048235968
351.4097717587 0.3408672426 0.3652701974
351.7220757451 0.1854688002 0.4909251034
351.7748621593 0.2573735964 0.5084689260
351.7514958809 -0.0478789002 0.5424529910
351.6308564402 -0.0717115049 0.5370922089
352.0372724488 0.0563229651 0.6611465812
351.9168177590 0.3306897912 0.4926708639
351.3804680293 0.2789954918 0.4420001805
351.7324726701 0.1651925004 0.4909251034
351.7362441920 0.1555605186 0.4909251034
351.7805800453 0.2791061699 0.4520002604
351.8714655196 0.1922417409 0.5496801734
351.7025857354 0.0365523148 0.4236921966
351.7337348022 -0.0464325010 0.4401371777
351.9458352494 0.3275586702 0.5192946792
351.6569295914 0.1346200339 0.3984375298
351.8476823652 -0.0543543754 0.4969426990
351.8833864100 -0.0104477264 0.3928377330
351.8453345804 -0.0904761804 0.3928377330
351.3863630111 -0.0368534654 0.4347541332
351.4536974995 0.2767788687 0.4747912884
351.7567593063 -0.0483456711 0.1023158357
351.7670187233 0.2321481675 0.4220688939
351.7786074490 0.1746858808 0.5217612386
351.9947872803 -0.0350068044 0.1036800072
351.5908301438 0.0648885455 0.4007141590
351.7414180695 0.2789033537 0.5084689260
351.7390811056 0.0671354223 0.4547512531
351.3966852131 0.0454790369 0.5222585201
351.4809775921 0.3594998268 0.4822132587
351.9336080509 0.3263208603 0.4213044047
351.6903128938 0.0364341134 0.5370922089
352.0431944504 0.3429778306 0.1048235968
351.5691972623 0.1843592762 0.4822132587
351.4102825049 0.3649904963 0.3652701974
351.4033467032 0.3609002099 0.3652701974
351.8370169093 0.1205351646 0.5424529910
352.0204602861 0.1623853524 0.5192946792
351.8005395973 0.0459046198 0.4401371777
351.3904042850 -0.0218785610 0.4347541332
351.8403437324 0.0329078543 0.4026317894
351.8271226269 0.2680537278 0.5496801734
351.6803064983 0.3274215136 0.4995629787
351.5218136003 0.2826638976 0.4822132587
351.6777461438 0.0590555292 0.5539177060
351.6038444689 0.2865190070 0.3839325905
351.3844670210 0.2245839439 0.4629229605
351.4111997287 0.1498392383 0.5763229728
351.4249153542 0.0112528790 0.8014237881
351.7580247995 0.0582821709 0.3470835984
351.8093965995 0.3582167240 0.5406959057
351.6901415800 0.1307448955 0.5475000143
351.3829224112 0.1220896709 0.4629229605
351.4779980378 -0.0432526634 0.4759998620
351.4144033478 0.1227836124 0.5763229728
351.8286010842 0.1179350357 0.4401371777
351.8439296325 0.1413564037 0.3400002122
351.9638953790 0.2912656208 0.5192946792
351.5895151358 0.3298073408 0.3839325905
352.0318057878 0.3360211575 0.4125002623
351.5854512336 -0.0581788555 0.5118375421
352.0246205576 0.0635039817 0.5217952132
352.0014714378 0.1335766848 0.6815410256
351.5454496630 0.2935791719 0.5359438658
351.4328858033 0.0801938110 0.6869951487
351.6089056938 0.2340835089 0.5388002992
351.9332854144 0.2922612535 0.4926708639
351.9760330148 0.0845460361 0.4816664755
352.0314488624 0.3074841925 0.5193326473
351.8036748236 0.2310118425 0.3400002122
351.9197989616 0.1481172745 0.5406959057
351.8632043159 -0.0913398134 0.3928377330
351.7165042421 0.2079158004 0.4909251034
351.5195675507 0.3116068827 0.4848181009
351.3759969685 0.3118540291 0.4420001805
351.6892064561 -0.0032451349 0.5118922591
351.5557518000 -0.0343904760 0.5019641519
352.0228179332 0.2753555345 0.8329055309
351.8477916426 0.3211589309 0.5387670398
351.6421014656 -0.0437875060 0.5370922089
351.9620276521 0.0903177372 0.5152376890
351.8026328418 0.0716941742 0.4401371777
351.9449483912 -0.0979805365 0.1036800072
351.4853577563 0.0764073476 0.4325315356
351.4111560193 0.1230361621 0.5763229728
351.4692179595 0.0893928018 0.5446680188
351.7318049840 0.3681074850 0.3400002122
351.6507238669 0.0387440655 0.5475000143
351.5236892501 0.3386969029 0.5359438658
351.4921110948 0.0204758920 0.5534914732
351.5763300356 0.1512975269 0.4822132587
351.5075519170 0.1092124735 0.4325315356
351.9516193634 0.0343432238 0.4816664755
351.4178882286 0.3626066760 0.3652701974
351.8379889282 0.1844869976 0.4520002604
351.6368210444 0.0411237013 0.5118375421
351.3761234258 0.3562743528 0.4420001805
352.0421766999 0.0506865345 0.9830235839
351.5798718985 0.2165333917 0.4848181009
351.6422012649 -0.0335008022 0.1134000048
351.4230653230 -0.0441038081 0.4325315356
351.8434088636 0.0483773066 0.5067367554
351.5403708919 0.0077271571 0.5778284073
351.4033207293 0.0219413405 0.7605183125
351.4072690549 0.2359774485 0.7635883093
351.3946483684 0.0030792268 0.6964194179
351.7407937596 0.1111092014 0.5118922591
351.9487635252 0.1120558912 0.3928377330
351.8574576871 0.1419009870 0.4520002604
351.8982114008 -0.0008575933 0.3928377330
351.7299750228 -0.0946921592 0.4401371777
351.4429308337 0.2412088597 0.7424075603
351.8125864834 0.3158232499 0.5496801734
351.6318737719 -0.0301367889 0.4462500513
351.9741306802 0.0551223584 0.5853464603
351.9558252819 0.1502725976 0.5420898199
352.0344464458 0.2042588105 0.9406370521
352.0650294914 0.2454832836 0.2116559893
351.4752583857 0.2540008529 0.4747912884
351.4891141975 0.0983573446 0.5430102348
351.5211514911 0.1141740997 0.4325315356
351.3920487294 0.1095718337 0.4629229605
352.0529540394 -0.0827519138 0.1096615568
351.4680395710 -0.0275389071 0.9085314274
351.7366400349 0.0119010275 0.4589302242
351.7262421253 0.2124196121 0.4917269945
351.7209429948 0.1660045649 0.3912327588
351.7026555476 -0.0946095778 0.0882000625
351.4604654168 0.2905421569 0.4747912884
352.0680418369 0.2294211671 0.5252288580
351.5362855389 0.0873962402 0.5859137774
351.8360800918 -0.0157290115 0.5119881630
351.9681485291 0.3158681246 0.5281367898
351.9772397091 0.0136376486 0.5303999782
351.7022406738 0.1119975296 0.5539177060
351.6163259546 0.0690525260 0.5019641519
351.4877823320 0.0051277615 0.5859137774
351.7898340121 -0.0890162734 0.5119881630
351.8916146006 0.1871773869 0.1120000705
351.6244567814 0.2703505877 0.3839325905
351.9407828069 -0.0298744704 0.5853464603
351.8569630683 0.1732525210 0.5271410942
351.9381135083 0.3117912745 0.4926708639
351.5029044872 -0.0933376816 0.4007141590
351.9268986621 0.2498070243 0.5311409831
351.4782859135 0.2725218892 0.4747912884
351.9827755548 -0.0502514642 0.5514850616
351.8783031784 0.0693074915 0.5119881630
351.4965816928 -0.0208897536 0.4759998620
351.9751791900 -0.0740221477 0.5514850616
351.8219241717 0.2878240934 0.5496801734
351.6153628403 0.1479555919 0.5359438658
351.9831898671 0.0431670216 0.5853464603
351.8754167212 -0.0702993687 0.5152376890
351.4394869429 0.0298197313 0.6869951487
351.8652988508 0.3395641291 0.4331506491
351.9133394931 -0.0245684397 0.5814934373
351.7423722025 0.0708086269 0.4547512531
351.8334423860 -0.0540184519 0.5094993114
351.9645870483 0.2273218157 0.3856099844
351.9914687836 0.3089499713 0.6322897673
351.4930249149 0.0244625588 0.5534914732
351.4759381116 0.1992711070 0.4775902331
352.0781623393 0.0448760334 0.5574666262
351.6324833632 0.0549567690 0.5118375421
351.7860663356 0.2647854090 0.3400002122
351.9646484982 0.1943810866 0.4956811965
351.7746910506 -0.0564876045 0.4026317894
351.5033810566 -0.0600843166 0.5216740966
351.5492465537 0.3089354353 0.5359438658
351.4908074648 -0.0916927220 0.1209599599
351.4029744590 0.2231343070 0.6239103675
351.6707195459 0.0947845946 0.5118375421
352.0507736703 0.2379737090 0.8329055309
351.5860433913 -0.0501165866 0.5118375421
351.9852125715 -0.0699854522 0.4478050470
351.7182069342 0.2687269624 0.4995629787
351.8222049269 0.1987233923 0.4520002604
351.8203210019 0.0789950137 0.1023158357
351.7590855113 -0.0811464656 0.5144783854
351.4420220829 -0.0358180204 0.4325315356
351.7794047474 0.0600359486 0.5283372402
351.7656048397 0.0998846896 0.4547512531
351.8842356537 0.0824281903 0.5119881630
351.9428622113 0.0219243942 0.4816664755
351.4495469685 0.2193693337 0.7424075603
351.6147201179 0.3437417092 0.3912327588
352.0556689219 0.2228788139 0.8329055309
351.7059788137 0.1867816004 0.3912327588
352.0611526237 0.3026935268 0.1048235968
352.0231690727 0.0329536417 0.5514850616
351.6102882671 0.3548335251 0.3912327588
351.4887619223 0.1163697273 0.2203925848
351.8146863985 0.3052741495 0.4407410324
351.7465556485 0.1788253806 0.4917269945
351.8330011667 0.0912800785 0.5424529910
351.9019821396 -0.0815309599 0.4816664755
351.6607679084 0.1848768953 0.3839325905
351.7151045268 0.3216394218 0.5217612386
351.5783092453 0.2908560821 0.5388002992
351.7344485845 0.0229915745 0.3470835984
351.7419311712 -0.0913485117 0.1118466184
351.4478396964 0.0477187028 0.7478599548
351.6981336926 0.1651709996 0.4887968004
351.7120739664 0.0102012423 0.3470835984
352.0074084408 0.2044910785 0.4213044047
351.8071379230 0.3250927776 0.5496801734
351.5504056169 -0.0952518343 0.3984375298
351.5159936527 0.1153231887 0.4325315356
351.6574452829 0.3704292500 0.3923078477
351.6778474208 0.1975896910 0.4833517373
351.4261851745 0.3083335717 0.3652701974
351.3885683564 -0.0414806818 0.4347541332
351.6810231960 0.2920902422 0.4917269945
351.4337670062 -0.0108767803 0.5430102348
351.4156152919 0.2772654356 0.5348218083
352.0140239741 0.0666085610 0.4080000520
352.0062408400 -0.0262919293 0.4478050470
351.6454260193 0.0521783455 0.5118375421
351.4817832685 0.3439262699 0.4822132587
351.5191392811 0.2379811686 0.4309857488
351.7113101015 0.2327897474 0.1991114914
352.0111036139 0.0936026476 0.5303999782
351.5723277386 -0.0142817834 0.5019641519
351.9556459217 0.0364369558 0.4816664755
351.7302645666 -0.0582791849 0.4401371777
351.6774490313 0.1347534783 0.6992590427
351.9485292564 0.0622211271 0.5152376890
351.5608948345 -0.0324132540 0.4007141590
352.0574639687 0.1857198092 0.9399664402
351.6424158051 -0.0655892590 0.4236921966
351.7655676444 0.1876346263 0.4995629787
351.9681313435 0.2971962359 0.4213044047
351.5429907080 0.1007716496 0.5859137774
351.4487544188 0.3165935947 0.4747912884
351.8610754595 0.2786989743 0.5387670398
351.6985104579 -0.0506426952 0.3470835984
351.5434698364 0.0031214422 0.5216740966
351.8137288783 0.0013263694 0.5067367554
352.0307142828 0.0828621735 0.5217952132
351.7754762654 0.0400772324 0.5283372402
351.9219573318 -0.0325621620 0.4816664755
351.6585048974 0.1953385368 0.3839325905
351.4224168764 0.3442722446 0.3652701974
351.7432786826 0.1260631134 0.4236921966
352.0434034746 0.2032959457 0.8329055309
351.6396758769 0.3639204833 0.0994191393
351.4985306350 0.3534241390 0.3726921976
351.6230944445 0.3660856795 0.3912327588
351.4996503979 -0.0317243512 0.4759998620
352.0609744792 0.2825749634 0.1048235968
351.6315296738 0.1153449509 0.5019641519
351.9835526891 -0.0674345579 0.4478050470
351.5729311519 -0.0273483205 0.5002660751
351.6832099438 0.0345151652 0.5370922089
352.0274632177 0.2362417436 0.9399664402
351.4754055999 0.1205256769 0.4347541332
351.9557055964 0.2845650440 0.4926708639
351.8185247400 0.0516155120 0.5424529910
351.7468578335 0.0621298897 0.3470835984
352.0296144353 0.1788834636 0.5261279941
351.7607883893 0.1494225796 0.4917269945
352.0775758136 0.0347569125 0.2234567106
351.7098857677 0.0211026116 0.5118922591
351.5938906420 -0.0892760810 0.4462500513
351.5136764488 0.1342320282 0.6398108602
351.7476729496 0.0763540943 0.4547512531
351.4413594519 0.1837121577 0.6910076141
351.8443019863 -0.0302016908 0.5094993114
351.7203561093 -0.0920910399 0.4401371777
351.7120317267 -0.0328797513 0.4589302242
351.6713844560 0.0895157620 0.1012500003
351.6017358923 0.0008477417 0.5118375421
351.5144415467 0.1691670620 0.4747912884
351.4972229144 0.1552908772 0.4775902331
351.6767149721 0.1252664616 0.5118375421
351.7198169793 0.2233274695 0.4917269945
351.6431409223 0.3749713074 0.0994191393
351.7435736555 0.0652132479 0.4547512531
351.4890162602 0.1202773937 0.5446680188
351.6501645797 0.2035374540 0.3839325905
351.4279298455 0.1130286474 0.5074276328
351.4552556002 0.2514607976 0.1134000048
351.5329513750 0.0523743907 0.4759998620
352.0512627632 0.3422203254 0.1048235968
351.8177296070 0.3402667037 0.5406959057
351.9752503510 0.0345197941 0.5853464603
351.7937527241 -0.0252167332 0.4026317894
351.5289275413 0.2223681796 0.5256934166
351.4528727394 0.1904514622 0.6910076141
351.9718483031 0.3253541741 0.1068323925
351.9516630392 0.3512805038 0.4213044047
351.8870995856 -0.0270102585 0.3928377330
351.8299299043 0.1772130751 0.4472553432
351.7131493323 0.2759966264 0.4995629787
352.0081376016 0.1911812315 0.5192946792
351.5695528183 -0.0211035181 0.5019641519
351.7236453304 -0.0880379290 0.4401371777
351.4982305801 0.1533807311 0.4775902331
351.8803079503 0.1279536397 0.5067367554
351.3796076083 0.2564227676 0.4629229605
352.0537878591 0.3153891672 0.1048235968
351.9237786347 0.1216658538 0.5094993114
351.8380407206 0.0123633531 0.1041049585
351.9437978463 0.2697377447 0.3856099844
351.7381015172 0.2638428359 0.5217612386
351.9917245502 -0.0273342840 0.5514850616
351.8161037761 0.0677161391 0.5424529910
351.5829785559 -0.0468327247 0.5118375421
351.4763982955 0.2748083561 0.4747912884
351.8283326780 0.1975032856 0.4520002604
351.6024285992 0.0047970803 0.3984375298
351.9344221119 0.2091086711 0.4331506491
351.6929218647 0.2736763525 0.4917269945
351.8592887695 0.1091181195 0.4026317894
351.9534455440 0.2489057356 0.3856099844
351.9042855899 0.0992209496 0.4096723199
351.4679854108 0.1277852768 0.4347541332
351.9538476707 0.1318162588 0.6558304429
351.3870947642 0.0483737342 0.4629229605
351.7057233152 0.3657531372 0.4220688939
351.7793575472 0.3385488534 0.5271410942
351.4144533988 -0.0227318141 0.5446680188
351.6384588906 -0.0523797293 0.4236921966
351.4531926536 0.0786232040 0.4988529980
351.5624597082 0.3760409545 0.3839325905
351.5001242738 0.2249479721 0.4747912884
351.7573029931 -0.0133701989 0.4401371777
351.9231560657 -0.0418916992 0.5853464603
351.3837229065 0.2928276309 0.4420001805
351.5462441941 0.0654387508 0.4759998620
351.5200925639 0.0269215091 0.4759998620
351.6642399542 0.1491092567 0.4960584939
351.8979064121 -0.0942506677 0.4816664755
351.4325434198 0.3095653994 0.3652701974
351.4053039699 0.0244309399 0.7605183125
351.8733049520 0.3090549383 0.5420898199
351.4044183410 0.2806697927 0.4420001805
351.8803803590 0.1756157355 0.5496801734
351.8256483936 0.0416855828 0.4026317894
351.6586593470 0.0851325513 0.5118375421
351.6513536559 0.3054632526 0.4909251034
351.7712310743 0.3381229004 0.5271410942
351.8068860823 0.2323809585 0.3400002122
351.6189372874 -0.0775345752 0.5370922089
351.8077563311 0.1758659915 0.5084689260
352.0497127364 -0.0053274936 0.8793436289
351.4488492682 0.0284273609 0.5963026881
351.7866427634 0.2182361809 0.5084689260
352.0174633613 0.0711266550 0.4080000520
351.8872742380 -0.0857584701 0.4816664755
351.4212388180 0.3058888479 0.4775902331
351.6356535654 0.1091536488 0.5002660751
351.8176775926 0.3757087834 0.1089391708
351.5319407931 0.3227430807 0.5359438658
351.4773766887 0.3673103829 0.4822132587
351.4708301818 -0.0470770783 0.4759998620
351.4113544830 0.1175926991 0.5763229728
351.7164146925 -0.0381122343 0.4589302242
351.8397828766 0.0802452757 0.5144783854
351.5464978655 -0.0775746822 0.5002660751
351.9737414422 -0.0943000430 0.4478050470
351.6470286701 0.2581822148 0.4833517373
351.7600128162 0.1145289772 0.4547512531
352.0621666448 0.1890374633 0.8329055309
351.7247558819 0.2729464042 0.4995629787
351.7679010741 0.0003866768 0.4401371777
351.7385111788 0.3508385772 0.4472553432
351.4723673623 -0.0306432573 0.5859137774
352.0569509149 0.0800864408 0.9830235839
351.6821201315 0.2762068576 0.4909251034
351.9158485763 0.1868833583 0.5387670398
351.8873651581 -0.0821994146 0.5814934373
351.5085046370 0.0734268036 0.5534914732
351.8204963625 0.0471450415 0.5144783854
351.5109823696 -0.0202653149 0.5778284073
351.4382724043 0.0180440853 0.7478599548
351.4920854568 0.0474279685 0.4325315356
352.0218810744 -0.0631633945 0.5453337431
351.8346579242 0.1271372384 0.4401371777
351.9320647584 0.2178914191 0.5311409831
351.9539620355 0.2019586428 0.5311409831
351.8703668621 0.2054181879 0.5496801734
351.5132231872 0.2338917208 0.4309857488
351.5064479732 0.0960801732 0.4325315356
351.4849089946 0.3491887769 0.4822132587
351.3789115170 0.0758148458 0.4629229605
352.0275902660 -0.0371842239 0.8793436289
351.9703134053 0.2758583212 0.5192946792
351.7904080419 0.3336426255 0.5496801734
351.9180789328 0.0788333518 0.4969426990
351.6803637886 -0.0019993554 0.4236921966
351.5134403915 0.2910730277 0.4822132587
352.0203934516 0.2238210989 0.9406370521
351.6026266467 0.2267635588 0.4412362278
351.3836549341 0.0998955891 0.4629229605
351.7847254609 0.1930636813 0.5084689260
351.4213974571 0.3027407596 0.4775902331
352.0706879556 0.1173819246 0.9830235839
352.0275272218 0.3033400137 0.8329055309
351.5434220851 0.3257419539 0.4412362278
351.4083602166 0.2581835990 0.7566490173
351.7891195315 -0.0290326049 0.4026317894
351.6878088153 0.0135874344 0.4236921966
352.0772164832 0.1202407182 0.9830235839
351.4563902606 0.3692379440 0.1095210761
351.7877959977 0.0706299206 0.4401371777
351.3794612110 0.2396243625 0.4629229605
351.9619193717 0.0248971008 0.5853464603
351.6125850720 0.3241991098 0.7751653194
351.6064797620 0.2706466747 0.4960584939
351.7047926885 0.2577730543 0.4917269945
351.8473916622 0.0945730165 0.5144783854
351.7145497413 0.0441542903 0.5118922591
351.9061909289 0.2901387015 0.5311409831
351.4857382638 0.0322908187 0.4325315356
351.6630837179 0.1350524529 0.6293969750
352.0675037125 0.2441928217 0.2116559893
351.6666754636 -0.0738111079 0.4547512531
351.9914283365 0.2022087889 0.4926708639
351.5683641531 -0.0673611098 0.3984375298
351.9750515730 0.2904104129 0.5281367898
351.9846730317 -0.0386393902 0.5514850616
351.9306409650 0.2159460723 0.4331506491
351.6742465213 -0.0939633805 0.3470835984
351.9286554882 -0.0144451205 0.4816664755
351.7824257239 0.1328695232 0.3470835984
351.6927410710 0.2680562570 0.7835406065
351.5154665737 0.1426538443 0.6398108602
351.5660658708 0.1631618695 0.2042287290
352.0191519748 0.3600481748 0.4125002623
351.4508358033 -0.0464283186 0.5534914732
351.9577694878 0.0371446349 0.4816664755
351.9091678785 -0.0116042779 0.5152376890
351.7114150203 -0.0740017227 0.5283372402
352.0353312444 0.0691615983 0.6314567327
351.8706324149 0.2234606897 0.5496801734
351.8129892344 0.3319489933 0.5406959057
351.8478960410 0.0278145724 0.1023158357
351.5145152253 0.1172176834 0.4325315356
351.7902638396 0.1406852819 0.6877500415
351.8981665529 0.0995365143 0.4096723199
351.9130441021 0.0032204335 0.5152376890
351.7197723533 -0.0600498777 0.5283372402
351.8584977803 -0.0985464056 0.3928377330
351.7092491493 -0.0918449188 0.4401371777
351.7683001247 0.3612346525 0.5271410942
351.6280019332 -0.0374262998 0.5539177060
352.0297407404 -0.0909421499 0.4315385520
351.8299864438 0.1810863416 0.3400002122
351.5288012382 -0.0870478056 0.4007141590
351.7724927611 0.1536934292 0.4995629787
351.8783879285 0.2162323242 0.5406959057
351.3856332138 0.2746948256 0.4420001805
351.6776918119 0.2326537878 0.3912327588
351.9705177734 0.0536824011 0.4816664755
351.5501250704 0.0342401046 0.5778284073
351.5940986842 -0.0851695921 0.4462500513
351.3886446921 0.0958123208 0.4629229605
351.4584181786 -0.0778538232 0.4759998620
351.6218996940 0.0165996894 0.1134000048
351.9722084003 0.1754618848 0.4956811965
351.4899623250 -0.0389681763 0.4759998620
351.7457631995 -0.0757435703 0.5424529910
351.8337597188 0.2017298661 0.4520002604
351.5785996397 -0.0280097207 0.3984375298
351.4509472652 0.3207335257 0.4747912884
351.5883852023 0.0036671357 0.5002660751
351.5204372642 -0.0378373242 0.5216740966
351.8706834965 0.3037066132 0.5420898199
352.0145128336 0.1440055404 0.4926708639
351.8943358795 0.3451961267 0.4956811965
352.0235709363 0.0463981419 0.5217952132
351.6175315172 0.1001738205 0.4007141590
351.8707009834 0.0624791742 0.5119881630
351.6922691115 0.0790552545 0.1076676622
351.5864594653 -0.0214851851 0.3984375298
352.0490619458 0.1401001804 0.9016124010
351.4668428157 0.1783312140 0.4420001805
351.8349306024 0.1783077528 0.4520002604
351.7827551654 0.0639307876 0.5283372402
351.3996651963 0.3365880057 0.4775902331
351.4421581815 0.2537949582 0.7424075603
351.8255571161 0.2030387899 0.4520002604
351.5473210248 -0.0297135646 0.4007141590
351.6377672843 0.1527467684 0.4412362278
351.4842351504 0.2179998082 0.3652701974
351.8957557246 0.3550524365 0.3856099844
351.7758145695 0.1354586578 0.6032278538
351.9792256865 -0.0351763833 0.5217952132
351.3869271082 0.0031710578 0.6964194179
351.4149163406 0.2730717162 0.5895438790
351.5514968664 -0.0492648346 0.1012500003
351.3777764176 0.1304809165 0.1176368892
351.6507054856 0.0492900287 0.5118375421
351.6919646820 0.1876430252 0.4887968004
351.6117725629 -0.0856036838 0.1134000048
351.8562474805 0.0775982782 0.5067367554
351.9122140536 0.0422286464 0.3928377330
351.7294694519 -0.0787431708 0.4401371777
352.0253567408 0.0432867767 0.2174751610
352.0448868607 0.0340530723 0.8793436289
351.5390663502 0.0208448764 0.5778284073
351.6876380724 0.0807354860 0.1076676622
352.0390820327 -0.0768540893 0.4315385520
352.0312738462 0.0289590721 0.8793436289
351.4742696889 0.1636771969 0.5348218083
351.9881247174 0.0932878651 0.4816664755
351.8339136412 0.2923224791 0.5496801734
351.7517465817 0.2019767010 0.4995629787
352.0274324686 0.1606815974 0.5192946792
351.9374679175 0.2374272570 0.5311409831
352.0720867010 0.0157086178 0.1096615568
351.7448439723 0.2289647148 0.4995629787
351.7828935365 -0.0694212983 0.5067367554
351.8499305717 0.2399777388 0.5496801734
351.6694594530 0.2214027111 0.1969831884
351.7050143575 0.2088834625 0.4909251034
351.6490917604 0.3550310428 0.4917269945
351.5758624421 0.2414179393 0.5359438658
351.9837905553 0.0153686944 0.4080000520
351.7490206337 0.1913227043 0.1072551459
351.4468959210 0.2047937473 0.6910076141
351.5566295482 0.0013135934 0.4007141590
351.7178281087 0.2639110928 0.4995629787
351.9655924943 -0.0703160988 0.5514850616
351.5053182114 0.3050121958 0.4822132587
351.7130020487 -0.0340112788 0.4589302242
351.4679562236 0.1315769454 0.6845929027
351.9607399368 -0.0931753716 0.1036800072
351.8939156169 0.1086195284 0.5119881630
351.5804696443 0.3140431198 0.4960584939
351.9397140892 0.2796959294 0.4926708639
351.8484166384 0.0134966049 0.5119881630
351.6124360750 0.3638351492 0.3912327588
351.9461310457 0.0995603942 0.3928377330
351.8487854791 0.0330623391 0.2064207941
351.4720459847 0.3545307433 0.4822132587
351.4548171407 0.2235926435 0.5875729918
351.7387035204 0.0568205745 0.4547512531
351.9609061246 -0.0262098867 0.5303999782
351.6161454361 0.0088145362 0.5118375421
351.5370417174 0.0201631054 0.5778284073
352.0766673200 0.0930004089 0.8793436289
351.3790086291 0.0115695971 0.5222585201
352.0480079143 -0.0549727374 0.4315385520
351.6567992704 -0.0971867942 0.1076676622
351.5849233012 -0.0141936799 0.5002660751
352.0591100386 -0.0067172251 0.4315385520
351.8184308938 0.1748235701 0.4472553432
351.4780514739 0.3346778960 0.8036779165
351.5732103704 0.3325140654 0.4960584939
352.0278046057 0.2715940201 0.8329055309
351.4596035717 -0.0523305625 0.5859137774
351.9243808749 0.1186039391 0.5094993114
352.0245750513 0.1999733296 0.9406370521
351.5498001681 0.0608162793 0.4759998620
351.6985758273 0.1341036298 0.4462500513
351.7580324468 -0.0163068839 0.4401371777
351.5274985159 0.3391692160 0.5359438658
351.5241762523 -0.0012379474 0.5778284073
351.5945796004 0.2262482668 0.4412362278
351.4727693593 0.2506832158 0.3652701974
351.7138577731 0.3267195663 0.4220688939
351.6640015418 0.1388436621 0.6293969750
351.7817046350 0.3611217126 0.4407410324
351.5544855093 0.1033516952 0.4759998620
351.9121212867 0.0365212131 0.3928377330
351.4266693252 -0.0181952260 0.5430102348
351.7379544854 0.0320912433 0.3470835984
352.0527043623 -0.0278435057 0.4315385520
352.0759682138 0.2014254827 0.5252288580
351.6806024478 0.0566700944 0.5539177060
351.8508419418 0.3079407298 0.5387670398
351.9408850307 0.0774489686 0.5152376890
351.7332269276 0.1499826944 0.4909251034
351.7420023685 0.1076415092 0.5118922591
351.5738879143 0.2123333475 0.4848181009
351.5266329240 0.3208421390 0.8139284253
352.0674522258 0.1426672189 0.9465497732
351.7411370131 0.3316908983 0.4472553432
351.8041905525 0.0916784882 0.5283372402
351.8136131146 0.2893008139 0.5496801734
352.0603975333 0.1297105082 0.6046929955
351.5513399583 0.2508873332 0.4848181009
351.7205815872 0.0613900807 0.5118922591
351.4183500712 0.0197292841 0.5638869405
351.7008949258 0.3022204880 0.4995629787
352.0250377451 0.3643085013 0.4125002623
351.5221088285 0.0677117991 0.5859137774
351.9205498175 -0.0305149442 0.4816664755
351.9703133057 0.1282160087 0.5152376890
352.0481162787 0.0467606610 0.8793436289
351.8090964863 0.1429211323 0.4220688939
351.6013045931 0.2700964639 0.4960584939
352.0357786832 0.1643600896 0.5261279941
351.5414700473 -0.0269659072 0.4007141590
351.6881890318 0.1946191892 0.4887968004
351.8735079816 0.0281828302 0.4096723199
351.3855680546 0.3706828847 0.1123200431
351.7012348821 0.0179817851 0.5118922591
351.5839210860 -0.0330321227 0.5118375421
351.6522551487 0.2824493958 0.3912327588
352.0019043916 0.3191096161 0.4125002623
351.9076222931 0.1622869039 0.5406959057
351.6009842768 -0.0027337295 0.5118375421
351.5647627539 -0.0479845551 0.5002660751
351.3932420051 0.1684372613 0.4629229605
351.5492640843 0.2532690924 0.4848181009
351.8416879822 0.1991830694 0.5271410942
352.0396264481 -0.0751248896 0.4315385520
351.6649486100 -0.0197148297 0.5370922089
351.8612812956 0.2021163587 0.5496801734
351.9129201175 0.0628887710 0.4969426990
351.8441578295 -0.0784179533 0.4969426990
351.4615760846 0.2578275018 0.4372485578
351.6230734429 0.0139678426 0.5118375421
351.7852530412 -0.0864098478 0.1023158357
351.9562882502 0.1369737093 0.6558304429
351.3945666587 -0.0066751803 0.4347541332
351.3926509870 0.0770914015 0.4629229605
351.5684758347 0.3331784843 0.4960584939
351.3876399466 0.2002390329 0.4629229605
351.4767541311 -0.0062854401 0.5534914732
351.4657399033 0.3638277202 0.1095210761
351.9028484171 0.1245155477 0.5119881630
352.0331004076 0.2245533168 0.9399664402
351.4405034473 -0.0465522562 0.4325315356
351.6578942157 -0.0080725960 0.5370922089
351.5113036698 0.2062246151 0.4747912884
351.7446183679 0.3414903980 0.4472553432
351.4439925207 -0.0308435621 0.4325315356
351.5146974879 0.0529193941 0.5859137774
351.6225628383 0.3190475442 0.4887968004
